File Component,Field Name,Field Description,Level,Type,Length,"Fixed Width
files only",,Repricer,Position,Secomdary Editing,Position,
Detail,DIAGNOSIS_CODE_02_QUAL,"NOTE:  The Principal Diagnosis is required by CMS; however, all diagnoses submitted on the claim should be included to ensure accurate payment policy application and CV audit results.  When Diagnosis Codes 2-24 are submitted, the accompanying Qualifier must be provided for the claim to be considered.

The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI01-1, HI*BF or HI*ABF)",Claim,Text,1,881,881,N,123,N,,
Detail,DIAGNOSIS_CODE_02,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI01-2, HI*BF or HI*ABF)",Claim,Text,7,882,888,Y,124,Y,,
Detail,DIAGNOSIS_CODE_02_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_02.  See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI01-9, HI*BF or HI*ABF)",Claim,Text,1,889,889,Y,125,Y,,
Detail,DIAGNOSIS_CODE_03_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI02-1, HI*BF or HI*ABF)",Claim,Text,1,890,890,N,126,N,,
Detail,DIAGNOSIS_CODE_03,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI02-2, HI*BF or HI*ABF)",Claim,Text,7,891,897,Y,127,Y,,
Detail,DIAGNOSIS_CODE_03_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_03.  See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI02-9, HI*BF or HI*ABF)",Claim,Text,1,898,898,Y,128,Y,,
Detail,DIAGNOSIS_CODE_04_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI03-1, HI*BF or HI*ABF)",Claim,Text,1,899,899,N,129,N,,
Detail,DIAGNOSIS_CODE_04,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI03-2, HI*BF or HI*ABF)",Claim,Text,7,900,906,Y,130,Y,,
Detail,DIAGNOSIS_CODE_04_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_04.  See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI03-9, HI*BF or HI*ABF)",Claim,Text,1,907,907,Y,131,Y,,
Detail,DIAGNOSIS_CODE_05_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI04-1, HI*BF or HI*ABF)",Claim,Text,1,908,908,N,132,N,,
Detail,DIAGNOSIS_CODE_05,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI04-2, HI*BF or HI*ABF)",Claim,Text,7,909,915,Y,133,Y,,
Detail,DIAGNOSIS_CODE_05_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_05.  See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI04-9, HI*BF or HI*ABF)",Claim,Text,1,916,916,Y,134,Y,,
Detail,DIAGNOSIS_CODE_06_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI05-1, HI*BF or HI*ABF)",Claim,Text,1,917,917,N,135,N,,
Detail,DIAGNOSIS_CODE_06,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI05-2, HI*BF or HI*ABF)",Claim,Text,7,918,924,Y,136,Y,,
Detail,DIAGNOSIS_CODE_06_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_06.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI05-9, HI*BF or HI*ABF)",Claim,Text,1,925,925,Y,137,Y,,
Detail,DIAGNOSIS_CODE_07_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300, HI06-1, HI*BF or HI*ABF)",Claim,Text,1,926,926,N,138,N,,
Detail,DIAGNOSIS_CODE_07,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI06-2, HI*BF or HI*ABF)",Claim,Text,7,927,933,Y,139,Y,,
Detail,DIAGNOSIS_CODE_07_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_07.  See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI06-9, HI*BF or HI*ABF)",Claim,Text,1,934,934,Y,140,Y,,
Detail,DIAGNOSIS_CODE_08_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300, HI07-1, HI*BF or HI*ABF)",Claim,Text,1,935,935,N,141,N,,
Detail,DIAGNOSIS_CODE_08,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI07-2, HI*BF or HI*ABF)",Claim,Text,7,936,942,Y,142,Y,,
Detail,DIAGNOSIS_CODE_08_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_08.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI07-9, HI*BF or HI*ABF)",Claim,Text,1,943,943,Y,143,Y,,
Detail,DIAGNOSIS_CODE_09_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300, HI08-1, HI*BF or HI*ABF)",Claim,Text,1,944,944,N,144,N,,
Detail,DIAGNOSIS_CODE_09,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI08-2, HI*BF or HI*ABF)",Claim,Text,7,945,951,Y,145,Y,,
Detail,DIAGNOSIS_CODE_09_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_09.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI08-9, HI*BF or HI*ABF)",Claim,Text,1,952,952,Y,146,Y,,
Detail,DIAGNOSIS_CODE_10_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300, HI09-1, HI*BF or HI*ABF)",Claim,Text,1,953,953,N,147,N,,
Detail,DIAGNOSIS_CODE_10,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI09-2, HI*BF or HI*ABF)",Claim,Text,7,954,960,Y,148,Y,,
Detail,DIAGNOSIS_CODE_10_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_10.  See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI09-9, HI*BF or HI*ABF)",Claim,Text,1,961,961,Y,149,Y,,
Detail,DIAGNOSIS_CODE_11_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI10-1, HI*BF or HI*ABF)",Claim,Text,1,962,962,N,150,N,,
Detail,DIAGNOSIS_CODE_11,"The value in this field represents the Principal Diagnosis which is the principal condition established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI10-2, HI*BF or HI*ABF)",Claim,Text,7,963,969,Y,151,Y,,
Detail,DIAGNOSIS_CODE_11_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_11.  See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI10-9, HI*BF or HI*ABF)",Claim,Text,1,970,970,Y,152,Y,,
Detail,DIAGNOSIS_CODE_12_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300, HI11-1, HI*BF or HI*ABF)",Claim,Text,1,971,971,N,153,N,,
Detail,DIAGNOSIS_CODE_12,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI11-2, HI*BF or HI*ABF)",Claim,Text,7,972,978,Y,154,Y,,
Detail,DIAGNOSIS_CODE_12_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_12.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI11-9, HI*BF or HI*ABF)",Claim,Text,1,979,979,Y,155,Y,,
Detail,DIAGNOSIS_CODE_13_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300, HI12-1, HI*BF or HI*ABF)",Claim,Text,1,980,980,N,156,N,,
Detail,DIAGNOSIS_CODE_13,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI12-2, HI*BF or HI*ABF)",Claim,Text,7,981,987,Y,157,Y,,
Detail,DIAGNOSIS_CODE_13_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_13.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300, HI12-9, HI*BF or HI*ABF)",Claim,Text,1,988,988,Y,158,Y,,
Detail,DIAGNOSIS_CODE_14_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300,  HI*BF or HI*ABF Segment Repeat)",Claim,Text,1,989,989,N,159,N,,
Detail,DIAGNOSIS_CODE_14,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI*BF or HI*ABF Segment Repeat)",Claim,Text,7,990,996,Y,160,Y,,
Detail,DIAGNOSIS_CODE_14_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_14.    See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300,  HI*BF or HI*ABF Segment Repeat)",Claim,Text,1,997,997,Y,161,Y,,
Detail,DIAGNOSIS_CODE_15_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300,  HI*BF or HI*ABF Segment Repeat)",Claim,Text,1,998,998,N,162,N,,
Detail,DIAGNOSIS_CODE_15,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI*BF or HI*ABF Segment Repeat)",Claim,Text,7,999,1005,Y,163,Y,,
Detail,DIAGNOSIS_CODE_15_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_15.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300,  HI*BF or HI*ABF Segment Repeat)",Claim,Text,1,1006,1006,Y,164,Y,,
Detail,DIAGNOSIS_CODE_16_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300,  HI*BF or HI*ABF Segment Repeat)",Claim,Text,1,1007,1007,N,165,N,,
Detail,DIAGNOSIS_CODE_16,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI*BF or HI*ABF Segment Repeat)",Claim,Text,7,1008,1014,Y,166,Y,,
Detail,DIAGNOSIS_CODE_16_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_16.   See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300,  HI*BF or HI*ABF Segment Repeat)",Claim,Text,1,1015,1015,Y,167,Y,,
Detail,DIAGNOSIS_CODE_17_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300,  HI*BF or HI*ABF Segment Repeat)",Claim,Text,1,1016,1016,N,168,N,,
Detail,DIAGNOSIS_CODE_17,"The value in this field represents the Other Diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  (2300, HI*BF or HI*ABF Segment Repeat)",Claim,Text,7,1017,1023,Y,169,Y,,
Detail,DIAGNOSIS_CODE_17_POA,"The value in this field represents the Present on Admission Indicator for DIAGNOSIS_CODE_17.  See valid values above under PRINCIPAL_DIAGNOSIS_POA.  (2300,  HI*BF or HI*ABF Segment Repeat)",Claim,Text,1,1024,1024,Y,170,Y,,
Detail,DIAGNOSIS_CODE_18_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.   (2300,  HI*BF or HI*ABF Segment Repeat)",Claim,Text,1,1025,1025,N,171,N,,
