EDI LoopID.Segment,EDI Data Element Name,EDI Element Description,Usage,Enumeration Values,Sample values,Mapped to XSD element,HRP Element Description,Transformation Logic,Comments /Needs to review,
2300.HI10.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/otherProcedureList/procedureCode,Procedure Code,,,
2300.HI10.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,,,,,,
2300.HI10.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/otherProcedureList/procedureDate,Procedure Date,In the format YYYY-MM-DD,,
2300.HI11.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,"BBQ International Classification of Diseases Clinical
Modification (ICD-10-PCS) Other Procedure Codes",,,,,,
2300.HI11.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/otherProcedureList/procedureCode,Procedure Code,,,
2300.HI11.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,,,,,,
2300.HI11.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/otherProcedureList/procedureDate,Procedure Date,In the format YYYY-MM-DD,,
2300.HI12.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,"BBQ International Classification of Diseases Clinical
Modification (ICD-10-PCS) Other Procedure Codes",,,,,,
2300.HI12.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/otherProcedureList/procedureCode,Procedure Code,,,
2300.HI12.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 Date Expressed in Format CCYYMMDD,,,,,,
2300.HI12.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/otherProcedureList/procedureDate,Procedure Date,In the format YYYY-MM-DD,,
Segment - HI Occurrence Span Information (Situational),,,,,,,,,,
2300.HI01.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BI - Occurrence Span,,,,,,
2300.HI01.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/spanCode,"Occurence Span Code (To identify an event related to payment of the claim. These codes

identify occurrences that happened

over a span of time.",,,
2300.HI01.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,RD8-Range of Dates Expressed in Format CCYYMMDDCCYYMMDD,,,,,,
2300.HI01.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/startDate,"Occuence Span Start Date (Dates

that identify an event related to payment of the claim)",In the format YYYY-MM-DD,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/endDate,Occurence Span End Date,,,
2300.HI02.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BI - Occurrence Span,,,,,,
2300.HI02.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/spanCode,Occurence Span Code,,,
2300.HI02.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,RD8-Range of Dates Expressed in Format CCYYMMDDCCYYMMDD,,,,,,
2300.HI02.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/startDate,Occurence Span Start Date,In the format YYYY-MM-DD,,
,,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/endDate,Occurence Span End Date,,,
2300.HI03.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BI - Occurrence Span,,,,,,
2300.HI03.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/spanCode,Occurence Span Code,,,
2300.HI03.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,RD8-Range of Dates Expressed in Format CCYYMMDDCCYYMMDD,,,,,,
2300.HI03.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/startDate,Occurence Span Start Date,In the format YYYY-MM-DD,,
,,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/endDate,Occurence Span End Date,,,
2300.HI04.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BI - Occurrence Span,,,,,,
2300.HI04.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/spanCode,Occurence Span Code,,,
2300.HI04.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,RD8-Range of Dates Expressed in Format CCYYMMDDCCYYMMDD,,,,,,
2300.HI04.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/startDate,Occurence Span Start Date,In the format YYYY-MM-DD,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/endDate,Occurence Span End Date,,,
2300.HI05.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BI - Occurrence Span,,,,,,
2300.HI05.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/spanCode,Occurence Span Code,,,
2300.HI05.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,RD8-Range of Dates Expressed in Format CCYYMMDDCCYYMMDD,,,,,,
2300.HI05.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/startDate,Occurence Span Start Date,In the format YYYY-MM-DD,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/endDate,Occurence Span End Date,,,
2300.HI06.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BI - Occurrence Span,,,,,,
2300.HI06.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/spanCode,Occurence Span Code,,,
2300.HI06.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,RD8-Range of Dates Expressed in Format CCYYMMDDCCYYMMDD,,,,,,
2300.HI06.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/startDate,Occurence Span Start Date,In the format YYYY-MM-DD,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/endDate,Occurence Span End Date,,,
2300.HI07.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BI - Occurrence Span,,,,,,
2300.HI07.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/spanCode,Occurence Span Code,,,
2300.HI07.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,RD8-Range of Dates Expressed in Format CCYYMMDDCCYYMMDD,,,,,,
2300.HI07.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/startDate,Occurence Span Start Date,In the format YYYY-MM-DD,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/endDate,Occurence Span End Date,,,
2300.HI08.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BI - Occurrence Span,,,,,,
2300.HI08.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/spanCode,Occurence Span Code,,,
2300.HI08.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,RD8-Range of Dates Expressed in Format CCYYMMDDCCYYMMDD,,,,,,
2300.HI08.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/startDate,Occurence Span Start Date,In the format YYYY-MM-DD,,
2300.HI09.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BI - Occurrence Span,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/endDate,Occurence Span End Date,,,
2300.HI09.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/spanCode,Occurence Span Code,,,
2300.HI09.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,RD8-Range of Dates Expressed in Format CCYYMMDDCCYYMMDD,,,,,,
2300.HI09.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/startDate,Occurence Span Start Date,In the format YYYY-MM-DD,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/endDate,Occurence Span End Date,,,
2300.HI10.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BI - Occurrence Span,,,,,,
2300.HI10.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/spanCode,Occurence Span Code,,,
2300.HI10.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,RD8-Range of Dates Expressed in Format CCYYMMDDCCYYMMDD,,,,,,
2300.HI10.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/startDate,Occurence Span Start Date,In the format YYYY-MM-DD,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/endDate,Occurence Span End Date,,,
2300.HI11.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BI - Occurrence Span,,,,,,
2300.HI11.02,Industry Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/spanCode,Occurence Span Code,,,
2300.HI11.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,RD8-Range of Dates Expressed in Format CCYYMMDDCCYYMMDD,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/occurrenceSpans/endDate,Occurence Span End Date,,,
